date,selina,sub_category,capacity,out_of_order,available_beds,sold_beds,occupancy_rate,room_revenue_usd,food_and_beverage_revenue,activities_revenue,co_working_revenue,total_revenue,trevpob,average_guest_review
2017-12-02,Jaco,Private,42,1,41,18,0.43902439024390244,642.6,227.4804,65.5452,17.3502,952.9758,52.9431,8.777999999999999
2017-12-02,Manuel Antonio,Dorm,116,2,114,84,0.7368421052631579,1344.0,420.67199999999997,205.632,57.792,2028.096,24.144,8.736
2017-12-02,Santa Teresa North,Dorm,140,1,139,91,0.6546762589928058,1365.0,402.675,178.815,68.25,2014.74,22.14,8.748
2017-12-02,Tamarindo,Private Shared,34,1,33,19,0.5757575757575758,581.4,195.9318,68.0238,17.442,862.7975999999999,45.410399999999996,8.76
2017-12-02,Jaco,Dorm,118,3,115,59,0.5130434782608696,944.0,311.5200000000001,96.288,19.824,1371.632,23.248,8.787
2017-12-02,Manuel Antonio,Private,60,1,59,42,0.711864406779661,1499.4,449.82,236.9052,70.4718,2256.5969999999998,53.7285,8.754
2017-12-02,Antigua,Dorm,92,10,82,33,0.4024390243902439,627.0,1.254,89.03399999999998,13.167000000000002,730.455,22.135,9.005
2017-12-02,La Fortuna,Private Shared,32,2,30,13,0.43333333333333335,397.8,132.4674,43.36019999999999,11.1384,584.766,44.982,8.796
2017-12-02,Tamarindo,Dorm,144,2,142,89,0.6267605633802817,1424.0,449.98400000000004,170.88,39.872,2084.736,23.424,8.777000000000001
2017-12-02,Venao,Private,12,1,11,9,0.8181818181818182,264.6,91.5516,63.768600000000006,30.164400000000004,450.0846,50.0094,8.706
2017-12-02,La Fortuna,Dorm,100,4,96,38,0.3958333333333333,646.0,218.34799999999998,54.263999999999996,16.796,935.408,24.616,8.791
2017-12-02,Puerto Viejo,Dorm,66,2,64,36,0.5625,576.0,185.472,62.784,27.648000000000003,851.904,23.664,8.78
2017-12-02,Puerto Viejo,Private,32,1,31,15,0.4838709677419355,567.0000000000001,184.84200000000004,64.07100000000001,14.175000000000004,830.0880000000001,55.339200000000005,8.767000000000001
2017-12-02,Venao,Dorm,51,1,50,35,0.7,490.0,162.68,111.23,51.45,815.3600000000001,23.296000000000003,8.711
2017-12-02,Medellin,Private,88,9,79,40,0.5063291139240507,1520.0,281.2,238.64,80.56,2120.4,53.010000000000005,8.78
2017-12-02,Red Frog,Private,34,1,33,25,0.7575757575757576,735.0,257.985,142.59,46.305,1181.88,47.275200000000005,8.745
2017-12-02,Santa Teresa North,Private,22,1,21,15,0.7142857142857143,535.5,167.076,69.61500000000001,21.9555,794.1465000000001,52.9431,8.752
2017-12-02,San Jose,Private,40,1,39,31,0.7948717948717948,1171.8000000000004,373.8042,183.97260000000003,70.308,1799.8848000000005,58.060800000000015,8.76
2017-12-02,Bocas del Toro,Private Shared,32,1,31,22,0.7096774193548387,554.3999999999999,192.37679999999997,128.62079999999997,52.113599999999984,927.5111999999998,42.15959999999999,8.693
2017-12-02,Manuel Antonio,Private Shared,18,1,17,13,0.7647058823529411,397.8,116.95319999999998,56.48759999999999,19.0944,590.3352,45.410399999999996,8.742
2017-12-02,Venao,Private Shared,34,0,34,24,0.7058823529411765,604.8,214.704,131.8464,61.68959999999999,1013.04,42.21,8.695
2017-12-02,Medellin,Private Shared,24,2,22,11,0.5,316.8,59.24160000000001,51.3216,12.3552,439.71840000000003,39.9744,8.788
2017-12-02,La Fortuna,Private,20,1,19,8,0.42105263157894735,285.6,95.96160000000002,25.1328,5.7120000000000015,412.4064,51.5508,8.801
2017-12-02,San Jose,Dorm,86,1,85,59,0.6941176470588235,1003.0,302.906,142.42600000000002,43.129,1491.4609999999998,25.278999999999996,8.744
2017-12-02,Puerto Viejo,Private Shared,40,1,39,22,0.5641025641025641,673.1999999999998,226.8684,71.35919999999999,26.928,998.3555999999999,45.379799999999996,8.783999999999999
2017-12-02,Tamarindo,Private,24,1,23,14,0.6086956521739131,499.80000000000007,158.43660000000003,60.97560000000001,16.993200000000005,736.2054,52.5861,8.758
2017-12-02,Santa Teresa North,Private Shared,16,1,15,12,0.8,323.99999999999994,104.328,50.86799999999999,21.06,500.256,41.687999999999995,8.755
2017-12-02,Bocas del Toro,Private,44,1,43,31,0.7209302325581395,1041.6,344.76960000000014,248.9424,113.53440000000002,1748.8464,56.41439999999999,8.693999999999999
2017-12-02,Red Frog,Dorm,24,1,23,18,0.782608695652174,288.0,102.24,54.72,23.04,468.00000000000006,26.000000000000004,8.746
2017-12-02,San Jose,Private Shared,14,1,13,10,0.7692307692307693,306.0,95.77799999999999,47.123999999999995,20.808000000000003,469.71000000000004,46.971000000000004,8.754
2017-12-02,Red Frog,Private Shared,14,1,13,10,0.7692307692307693,288.0,102.528,57.6,23.04,471.16800000000006,47.116800000000005,8.756
2017-12-02,Pedasi,Dorm,8,1,7,6,0.8571428571428571,84.0,27.804,18.984,9.156,139.94400000000002,23.324,8.703
2017-12-03,La Fortuna,Dorm,100,6,94,40,0.425531914893617,640.0,224.0,68.48,12.8,945.28,23.631999999999998,8.793
2017-12-03,Bocas del Toro,Dorm,154,1,153,111,0.7254901960784313,1776.0,589.6320000000002,406.704,200.688,2973.0240000000003,26.784000000000002,8.695
2017-12-03,Santa Teresa North,Dorm,140,2,138,97,0.7028985507246377,1455.0,446.685,213.885,64.02,2179.5899999999997,22.469999999999995,8.759
2017-12-03,Puerto Viejo,Dorm,66,1,65,35,0.5384615384615384,595.0,193.97,68.425,15.47,872.865,24.939,8.78
2017-12-03,Tamarindo,Private,24,1,23,13,0.5652173913043478,464.1,155.47350000000003,56.1561,15.315300000000002,691.0449000000001,53.157300000000006,8.776
2017-12-03,Manuel Antonio,Dorm,116,3,113,87,0.7699115044247787,1392.0,412.032,222.72,65.42399999999999,2092.176,24.048,8.747
2017-12-03,Medellin,Private,88,9,79,39,0.4936708860759494,1482.0,290.4720000000001,235.638,37.05,2045.16,52.440000000000005,8.776
2017-12-03,Medellin,Dorm,215,23,192,99,0.515625,1881.0,361.152,306.603,75.24,2623.995,26.505,8.779
2017-12-03,Puerto Viejo,Private Shared,40,1,39,19,0.48717948717948717,547.1999999999998,181.6704,61.8336,25.171199999999995,815.8751999999998,42.94079999999999,8.782
2017-12-03,Antigua,Dorm,92,11,81,33,0.4074074074074074,627.0,0.627,91.542,12.54,731.709,22.173,9.004
2017-12-03,Jaco,Private,42,1,41,21,0.5121951219512195,705.6,242.02080000000004,79.73280000000003,33.1632,1060.5168,50.500800000000005,8.783999999999999
2017-12-03,Tamarindo,Dorm,144,2,142,88,0.6197183098591549,1496.0,498.168,206.44799999999998,80.78399999999999,2281.4,25.925,8.773
2017-12-03,San Jose,Dorm,86,2,84,60,0.7142857142857143,1020.0,310.08,161.16,70.38000000000002,1561.6200000000001,26.027,8.753
2017-12-03,Santa Teresa North,Private Shared,16,1,15,11,0.7333333333333333,296.99999999999994,91.77299999999998,43.06499999999999,12.473999999999998,444.3119999999999,40.39199999999999,8.759
2017-12-03,Antigua,Private,34,5,29,14,0.4827586206896552,523.6000000000001,3.1416000000000013,74.3512,4.188800000000001,605.2816000000001,43.23440000000001,8.994
2017-12-03,Jaco,Dorm,118,0,118,58,0.4915254237288136,928.0,310.88,90.944,24.128,1353.952,23.344,8.779
2017-12-03,Manuel Antonio,Private,60,1,59,44,0.7457627118644068,1663.2000000000005,517.2552000000002,264.44880000000006,76.50720000000003,2521.411200000001,57.30480000000002,8.753
2017-12-03,Medellin,Private Shared,24,3,21,12,0.5714285714285714,345.6,71.8848,54.6048,14.8608,486.9504,40.5792,8.787
2017-12-03,La Fortuna,Private Shared,32,1,31,14,0.45161290322580644,428.4,146.9412,35.1288,10.71,621.18,44.37,8.81
2017-12-03,Tamarindo,Private Shared,34,1,33,20,0.6060606060606061,576.0,192.384,64.512,21.312,854.208,42.7104,8.774
2017-12-03,Puerto Viejo,Private,32,1,31,18,0.5806451612903226,642.6,210.1302,78.3972,26.3466,957.4739999999999,53.193,8.793
2017-12-03,Santa Teresa North,Private,22,1,21,14,0.6666666666666666,441.0,131.418,60.417,25.578000000000007,658.413,47.0295,8.75
2017-12-03,Venao,Dorm,51,1,50,37,0.74,555.0,185.37,119.88,51.615,911.865,24.645,8.687999999999999
2017-12-03,Red Frog,Dorm,24,1,23,18,0.782608695652174,270.0,95.31,47.52,15.66,428.49,23.805,8.735
2017-12-03,San Jose,Private Shared,14,1,13,10,0.7692307692307693,288.0,86.976,43.2,16.704,434.88,43.488,8.747
2017-12-03,Bocas del Toro,Private Shared,32,1,31,22,0.7096774193548387,554.3999999999999,186.2784,124.18559999999997,54.88559999999999,919.7495999999998,41.80679999999999,8.704
2017-12-03,Red Frog,Private,34,1,33,23,0.696969696969697,772.8000000000002,276.6624,151.46880000000004,62.59680000000001,1263.5280000000002,54.936000000000014,8.755
2017-12-03,Pedasi,Dorm,8,1,7,6,0.8571428571428571,96.0,33.599999999999994,20.544,10.752,160.89600000000002,26.816000000000003,8.715
2017-12-03,Bocas del Toro,Private,44,1,43,33,0.7674418604651163,1039.5,357.588,244.2825,107.0685,1748.439,52.983000000000004,8.692
2017-12-03,La Fortuna,Private,20,1,19,9,0.47368421052631576,283.5,97.2405,23.247,10.4895,414.47700000000003,46.053000000000004,8.81
2017-12-03,San Jose,Private,40,1,39,28,0.717948717948718,999.6,314.874,154.93800000000005,54.97800000000001,1524.3900000000003,54.44250000000001,8.746
2017-12-03,Manuel Antonio,Private Shared,18,1,17,14,0.8235294117647058,453.6,136.53359999999998,71.2152,26.7624,688.1111999999999,49.1508,8.747
2017-12-03,Red Frog,Private Shared,14,1,13,10,0.7692307692307693,288.0,97.92,56.736,22.464000000000002,465.12,46.512,8.757
2017-12-03,Venao,Private,12,1,11,9,0.8181818181818182,264.6,88.9056,63.2394,29.370600000000003,446.11560000000003,49.568400000000004,8.697000000000001
2017-12-03,Pedasi,Private,16,1,15,12,0.8,352.8,117.8352,77.9688,36.6912,585.2952,48.7746,8.7
2017-12-04,Tamarindo,Dorm,144,1,143,76,0.5314685314685315,1368.0,428.184,176.472,49.248000000000005,2021.904,26.604,8.767999999999999
2017-12-04,Santa Teresa North,Private Shared,16,1,15,11,0.7333333333333333,316.7999999999999,94.40639999999998,49.10399999999999,18.0576,478.3679999999998,43.487999999999985,8.767999999999999
2017-12-04,Santa Teresa North,Dorm,140,3,137,93,0.6788321167883211,1395.0,436.635,198.09,71.145,2100.87,22.59,8.746
2017-12-04,Medellin,Dorm,215,23,192,101,0.5260416666666666,1818.0,345.42,272.7,89.08200000000002,2525.2019999999998,25.002,8.773
2017-12-04,Bocas del Toro,Dorm,154,3,151,110,0.7284768211920529,1650.0,556.0500000000002,377.85,171.6,2755.5,25.05,8.709
2017-12-04,Manuel Antonio,Dorm,116,2,114,87,0.7631578947368421,1566.0,499.554,233.334,100.22399999999999,2399.112,27.576,8.749
2017-12-04,Bocas del Toro,Private Shared,32,1,31,25,0.8064516129032258,629.9999999999999,207.9,139.86,75.59999999999998,1053.36,42.1344,8.71
2017-12-04,Jaco,Private,42,2,40,18,0.45,567.0,184.275,52.731,18.144,822.15,45.675,8.772
2017-12-04,Medellin,Private,88,10,78,39,0.5,1407.9,282.9879,214.0008,56.316,1961.2047000000002,50.28730000000001,8.783999999999999
2017-12-04,Santa Teresa North,Private,22,1,21,16,0.7619047619047619,571.2,185.0688,85.1088,31.987200000000005,873.3648000000001,54.585300000000004,8.767000000000001
2017-12-04,Red Frog,Private Shared,14,1,13,11,0.8461538461538461,316.7999999999999,108.97919999999998,55.43999999999999,17.1072,498.32639999999986,45.302399999999984,8.744
2017-12-04,San Jose,Dorm,86,1,85,62,0.7294117647058823,1054.0,313.038,149.66799999999995,63.24,1579.946,25.482999999999997,8.759
2017-12-04,Tamarindo,Private Shared,34,1,33,21,0.6363636363636364,604.8,196.56,76.80959999999997,30.24,908.4095999999998,43.25759999999999,8.782
2017-12-04,Antigua,Private,34,5,29,13,0.4482758620689655,543.4000000000002,3.2604000000000006,80.42320000000002,11.9548,639.0384000000003,49.15680000000002,8.987
2017-12-04,La Fortuna,Dorm,100,5,95,38,0.4,608.0,201.248,66.27199999999999,9.12,884.64,23.28,8.799
2017-12-04,San Jose,Private,40,1,39,27,0.6923076923076923,963.9,289.17,136.8738,44.33940000000001,1434.2832,53.1216,8.738
2017-12-04,Puerto Viejo,Dorm,66,1,65,32,0.49230769230769234,544.0,190.4,58.208,20.671999999999997,813.28,25.415,8.794
2017-12-04,Manuel Antonio,Private,60,2,58,41,0.7068965517241379,1377.6,413.28,216.2832,88.16640000000002,2095.3296,51.1056,8.763
2017-12-04,Venao,Dorm,51,1,50,36,0.72,576.0,192.96,123.84,58.752,951.552,26.432000000000002,8.698
2017-12-04,Manuel Antonio,Private Shared,18,1,17,13,0.7647058823529411,421.2,129.3084,68.6556,27.7992,646.9632,49.766400000000004,8.754
2017-12-04,Antigua,Dorm,92,13,79,31,0.3924050632911392,589.0,2.356,77.15899999999999,8.246,676.761,21.831,8.987
2017-12-04,La Fortuna,Private,20,1,19,8,0.42105263157894735,268.8,94.6176,27.9552,4.3008000000000015,395.67359999999996,49.459199999999996,8.785
2017-12-04,Pedasi,Dorm,8,1,7,6,0.8571428571428571,96.0,34.08,21.215999999999998,9.6,160.896,26.816,8.709
2017-12-04,Red Frog,Dorm,24,1,23,18,0.782608695652174,270.0,94.77,50.76,17.01,432.53999999999996,24.029999999999998,8.762
2017-12-04,Bocas del Toro,Private,44,1,43,31,0.7209302325581395,1041.6,370.8096000000001,234.36000000000004,114.57600000000002,1761.3456,56.817600000000006,8.708
2017-12-04,Jaco,Dorm,118,2,116,52,0.4482758620689655,832.0,283.7120000000001,81.536,29.952,1227.2,23.6,8.781
2017-12-04,Venao,Private,12,1,11,9,0.8181818181818182,302.4000000000001,101.30400000000002,66.83040000000001,35.98560000000001,506.52000000000015,56.280000000000015,8.699
2017-12-04,Medellin,Private Shared,24,3,21,11,0.5238095238095238,352.0,70.048,57.728,10.208,489.98400000000004,44.544000000000004,8.785
2017-12-04,Venao,Private Shared,34,1,33,24,0.7272727272727273,691.1999999999998,235.6992,167.27039999999997,76.72319999999998,1170.8927999999996,48.787199999999984,8.712
2017-12-04,Pedasi,Private,16,1,15,12,0.8,352.8,121.01040000000002,73.0296,32.4576,579.2976,48.2748,8.708
2017-12-04,Tamarindo,Private,24,1,23,15,0.6521739130434783,535.5,179.3925,69.61500000000001,21.42,805.9275,53.728500000000004,8.767999999999999
2017-12-04,Puerto Viejo,Private,32,1,31,16,0.5161290322580645,537.6,187.6224,51.6096,17.7408,794.5728,49.6608,8.792
2017-12-04,La Fortuna,Private Shared,32,2,30,14,0.4666666666666667,428.4,141.372,35.9856,9.8532,615.6107999999999,43.972199999999994,8.806000000000001
2017-12-04,Puerto Viejo,Private Shared,40,2,38,20,0.5263157894736842,576.0,193.53599999999997,58.176,24.768,852.48,42.624,8.77
2017-12-04,San Jose,Private Shared,14,1,13,10,0.7692307692307693,288.0,89.568,44.928000000000004,15.552,438.048,43.8048,8.761000000000001
2017-12-04,Red Frog,Private,34,1,33,24,0.7272727272727273,705.6,251.8992,138.29760000000002,52.92,1148.7168000000001,47.863200000000006,8.757
2017-12-05,Santa Teresa North,Dorm,140,0,140,101,0.7214285714285714,1616.0,481.56800000000004,247.248,64.64,2409.456,23.856,8.766
2017-12-05,San Jose,Dorm,86,1,85,60,0.7058823529411765,1020.0,303.96,154.01999999999995,70.38000000000002,1548.3600000000001,25.806,8.737
2017-12-05,Bocas del Toro,Dorm,154,4,150,107,0.7133333333333334,1498.0,516.81,328.06199999999995,155.792,2498.6639999999998,23.351999999999997,8.693
2017-12-05,Medellin,Private,88,11,77,44,0.5714285714285714,1588.4,297.0308,244.6136,77.83160000000002,2207.876,50.179,8.786
2017-12-05,Antigua,Dorm,92,12,80,36,0.45,684.0,9.576,102.6,12.312000000000001,808.488,22.458000000000002,8.987
2017-12-05,La Fortuna,Dorm,100,4,96,40,0.4166666666666667,640.0,211.2,64.0,16.64,931.84,23.296,8.801
2017-12-05,Red Frog,Dorm,24,1,23,18,0.782608695652174,288.0,100.224,52.416000000000004,20.448,461.08799999999997,25.616,8.761000000000001
2017-12-05,Tamarindo,Dorm,144,2,142,81,0.5704225352112676,1458.0,492.804,167.67000000000004,40.824,2159.2980000000002,26.658,8.781
2017-12-05,Puerto Viejo,Private Shared,40,1,39,21,0.5384615384615384,604.8,200.7936,58.6656,21.168000000000003,885.4272,42.163199999999996,8.791
2017-12-05,Medellin,Dorm,215,20,195,88,0.4512820512820513,1672.0,321.024,250.8,46.816,2290.64,26.029999999999998,8.791
2017-12-05,Jaco,Dorm,118,0,118,51,0.4322033898305085,867.0,306.051,97.104,19.941,1290.096,25.296,8.775
2017-12-05,Puerto Viejo,Dorm,66,2,64,32,0.5,512.0,178.688,59.903999999999996,24.064,774.656,24.208,8.775
2017-12-05,Santa Teresa North,Private Shared,16,1,15,10,0.6666666666666666,288.0,86.976,44.352,13.824000000000002,433.152,43.3152,8.753
2017-12-05,Bocas del Toro,Private,44,1,43,30,0.6976744186046512,945.0,337.365,209.79,90.72,1582.875,52.7625,8.693999999999999
2017-12-05,Santa Teresa North,Private,22,1,21,16,0.7619047619047619,571.2,183.92640000000003,90.8208,21.7056,867.6528000000001,54.228300000000004,8.762
2017-12-05,San Jose,Private Shared,14,1,13,11,0.8461538461538461,316.7999999999999,98.20799999999998,45.61919999999999,20.2752,480.90239999999983,43.71839999999998,8.741
2017-12-05,La Fortuna,Private Shared,32,2,30,13,0.43333333333333335,374.4,130.29119999999998,38.5632,10.8576,554.1120000000001,42.62400000000001,8.807
2017-12-05,Manuel Antonio,Dorm,116,2,114,79,0.6929824561403509,1264.0,384.256,203.504,72.048,1923.8079999999998,24.351999999999997,8.738
2017-12-05,Tamarindo,Private Shared,34,1,33,20,0.6060606060606061,576.0,193.53599999999997,64.512,24.768,858.816,42.9408,8.756
2017-12-05,Red Frog,Private,34,1,33,24,0.7272727272727273,705.6,237.0816,127.008,57.1536,1126.8432,46.9518,8.753
2017-12-05,Antigua,Private,34,5,29,14,0.4827586206896552,523.6000000000001,9.4248,82.72880000000002,14.137200000000005,629.8908000000001,44.99220000000001,8.985
2017-12-05,Tamarindo,Private,24,1,23,15,0.6521739130434783,535.5,179.928,70.686,14.994000000000002,801.1080000000001,53.4072,8.767999999999999
2017-12-05,Venao,Dorm,51,1,50,39,0.78,624.0,207.792,149.76,73.63199999999998,1055.184,27.056,8.709
2017-12-05,Jaco,Private,42,1,41,21,0.5121951219512195,705.6,238.4928,69.14880000000001,14.8176,1028.0592000000001,48.955200000000005,8.781
2017-12-05,Puerto Viejo,Private,32,1,31,15,0.4838709677419355,567.0000000000001,191.07900000000006,62.37000000000001,28.917000000000005,849.3660000000002,56.624400000000016,8.766
2017-12-05,Bocas del Toro,Private Shared,32,1,31,22,0.7096774193548387,633.5999999999998,209.088,136.224,76.03199999999998,1054.9439999999997,47.95199999999999,8.697000000000001
2017-12-05,Manuel Antonio,Private,60,1,59,41,0.6949152542372882,1549.8000000000004,472.689,215.42220000000003,89.88840000000002,2327.7996000000003,56.775600000000004,8.761000000000001
2017-12-05,Pedasi,Dorm,8,1,7,6,0.8571428571428571,84.0,29.148,18.396,7.644,139.188,23.197999999999997,8.697000000000001
2017-12-05,San Jose,Private,40,1,39,30,0.7692307692307693,1071.0,313.803,163.863,47.124,1595.79,53.193,8.74
2017-12-05,Venao,Private,12,1,11,9,0.8181818181818182,264.6,93.6684,61.65180000000001,26.9892,446.9094,49.6566,8.702
2017-12-05,La Fortuna,Private,20,1,19,7,0.3684210526315789,220.5,78.939,23.814,5.292000000000001,328.54499999999996,46.934999999999995,8.801
2017-12-05,Manuel Antonio,Private Shared,18,1,17,14,0.8235294117647058,453.6,142.884,65.3184,18.144000000000002,679.9464,48.567600000000006,8.74
2017-12-05,Pedasi,Private,16,1,15,11,0.7333333333333333,369.6,131.5776,86.11680000000001,40.2864,627.5808,57.0528,8.719
2017-12-05,Red Frog,Private Shared,14,1,13,11,0.8461538461538461,316.7999999999999,106.128,55.43999999999999,21.5424,499.91039999999987,45.44639999999999,8.747
2017-12-05,Venao,Private Shared,34,1,33,25,0.7575757575757576,629.9999999999999,219.23999999999995,144.89999999999995,74.96999999999998,1069.1099999999997,42.76439999999999,8.686
2017-12-06,Bocas del Toro,Dorm,154,2,152,114,0.75,1710.0,574.5600000000002,400.14,188.1,2872.8,25.200000000000003,8.687000000000001
2017-12-06,Antigua,Private,34,4,30,12,0.4,448.80000000000007,5.8344000000000005,68.2176,2.244,525.0960000000001,43.75800000000001,8.984
2017-12-06,Red Frog,Dorm,24,1,23,19,0.8260869565217391,285.0,98.04,54.15,16.245,453.435,23.865,8.758
2017-12-06,Manuel Antonio,Private,60,2,58,41,0.7068965517241379,1377.6,400.8816,196.9968,66.12480000000001,2041.6032,49.7952,8.736
2017-12-06,Puerto Viejo,Dorm,66,1,65,30,0.46153846153846156,510.0,171.87,49.47,21.93,753.27,25.108999999999998,8.78
2017-12-06,Bocas del Toro,Private Shared,32,1,31,22,0.7096774193548387,633.5999999999998,209.7216,137.4912,59.55839999999999,1040.3711999999996,47.28959999999998,8.712
2017-12-06,Medellin,Private,88,8,80,38,0.475,1444.0,272.916,241.148,66.42399999999999,2024.4879999999998,53.275999999999996,8.793
2017-12-06,Antigua,Dorm,92,12,80,34,0.425,578.0,4.046,82.654,16.762,681.462,20.043,9.007
2017-12-06,Medellin,Dorm,215,26,189,90,0.47619047619047616,1710.0,328.32,300.96,68.4,2407.68,26.752,8.78
2017-12-06,La Fortuna,Private,20,1,19,8,0.42105263157894735,268.8,90.3168,27.1488,11.289600000000002,397.5552,49.6944,8.804
2017-12-06,Jaco,Dorm,118,0,118,51,0.4322033898305085,816.0,279.072,79.968,35.087999999999994,1210.1280000000002,23.728,8.789
2017-12-06,Jaco,Private,42,1,41,20,0.4878048780487805,714.0,237.762,63.54600000000001,19.992,1035.3,51.765,8.777000000000001
